KO,gene_description,module,header,genome,present,classification,phylum,class,Completeness,Contamination,size_bp
K15234,citryl-CoA lyase [EC:4.1.3.34] [RN:R00354],rTCA Cycle,carbon fixation,R4500m3000m.336,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,71.4,0.96,1351565
K15234,citryl-CoA lyase [EC:4.1.3.34] [RN:R00354],rTCA Cycle,carbon fixation,R4500m4000m.110,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,70.45,2.11,1561276
K15234,citryl-CoA lyase [EC:4.1.3.34] [RN:R00354],rTCA Cycle,carbon fixation,R4500m4000m.69,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-Q1;s__MGIIb-Q1 sp002505495,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,61.83,0.18,1264534
K15234,citryl-CoA lyase [EC:4.1.3.34] [RN:R00354],rTCA Cycle,carbon fixation,R4500m50m.1,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,79.21,4.18,1851414
K15234,citryl-CoA lyase [EC:4.1.3.34] [RN:R00354],rTCA Cycle,carbon fixation,R4500m50m.100,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__MGIIa-K1 sp902605365,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,78.65,0,1778383
K15234,citryl-CoA lyase [EC:4.1.3.34] [RN:R00354],rTCA Cycle,carbon fixation,R4500m50m.189,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__MGIIb-O5 sp002498925,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,75.6,0,1259952
K15234,citryl-CoA lyase [EC:4.1.3.34] [RN:R00354],rTCA Cycle,carbon fixation,R4500m50m.211,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,79.14,2.44,1966416
K15234,citryl-CoA lyase [EC:4.1.3.34] [RN:R00354],rTCA Cycle,carbon fixation,R4500m50m.265,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,69.16,2,1251903
K15234,citryl-CoA lyase [EC:4.1.3.34] [RN:R00354],rTCA Cycle,carbon fixation,R4500m50m.81,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,85.2,4.74,2001800
K15234,citryl-CoA lyase [EC:4.1.3.34] [RN:R00354],rTCA Cycle,carbon fixation,R500m150m.100,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,52.89,0.18,876146
K15234,citryl-CoA lyase [EC:4.1.3.34] [RN:R00354],rTCA Cycle,carbon fixation,R500m150m.124,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,70.48,0.48,1289673
K15234,citryl-CoA lyase [EC:4.1.3.34] [RN:R00354],rTCA Cycle,carbon fixation,R500m150m.185,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-P;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,65.28,2.8,1241371
K15234,citryl-CoA lyase [EC:4.1.3.34] [RN:R00354],rTCA Cycle,carbon fixation,R500m150m.207,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,59.03,0,1086583
K15234,citryl-CoA lyase [EC:4.1.3.34] [RN:R00354],rTCA Cycle,carbon fixation,R500m50m.106,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp002685315,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,69.17,3.4,1052227
K15234,citryl-CoA lyase [EC:4.1.3.34] [RN:R00354],rTCA Cycle,carbon fixation,R500m50m.134,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K2;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,82.53,3.32,1763546
K15234,citryl-CoA lyase [EC:4.1.3.34] [RN:R00354],rTCA Cycle,carbon fixation,R500m50m.36,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,83.2,0,1365465
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R3000m150m.175,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,52.8,1.87,1221486
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R3000m150m.211,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__UBA60;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,86.13,0.8,1973414
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R3000m150m.285,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-P;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,74.76,1.86,1716738
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R3000m2000m.241,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,55.61,0.12,990397
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R3000m2000m.79,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__UBA60;s__UBA60 sp002503395,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,80.93,1.66,2001643
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R3000m3000m.111,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,79.02,1.09,1801428
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R3000m3000m.195,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__PSPT01;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,75.2,0.27,1771340
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R3000m3000m.234,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,87.2,1.6,1955171
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R3000m3000m.269,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-Q1;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,61.38,2.52,1628798
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R3000m3000m.60,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__MGIIa-K1 sp004195515,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,86.13,1.6,1834982
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R3000m500m.228,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp8684u,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,71.6,2.92,1327132
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R3000m50m.18,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__MGIIa-L2 sp016777125,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,54.28,0.93,1495270
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R3000m50m.213,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,84.34,0.27,2046958
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R3000m50m.89,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp002731195,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,79.73,1.6,1460403
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R3500m1000m.200,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__Thalassarchaeum sp002507125,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,66.09,1.66,1114444
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R3500m1000m.82,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp012959845,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,55.1,0.06,1210547
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R3500m150m.53,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp002457595,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,80,0,1250822
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R3500m2000m.39,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__Thalassarchaeum sp004195715,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,66.05,0.8,1131816
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R3500m50m.152,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,61.83,3.2,1418957
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R3500m50m.180,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia;s__Poseidonia sp002726495,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,61.01,1.2,1517801
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R3500m50m.198,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,80.48,1.12,1752206
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R3500m50m.211,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,79.07,1.6,1973951
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R3500m50m.244,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N1;s__MGIIb-N1 sp002497295,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,82.06,0,1447032
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R3500m50m.246,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,54.09,2.8,1214510
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R3500m50m.286,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp002495535,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,69.36,1.76,1571583
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R3500m50m.293,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__MGIIa-L2 sp018645535,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,61.42,0.8,1503891
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R3500m50m.298,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp018701175,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,71.43,1.6,1861126
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R3500m50m.34,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__MGIIb-O5 sp002499345,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,55.16,2.06,963995
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R4000m150m.105,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,82.81,0.44,1758866
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R4000m150m.142,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp002494975,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,50.83,1.2,770730
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R4000m150m.206,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-P;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,65.95,3.39,1742107
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R4000m150m.209,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-P;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,56.65,3.6,1149014
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R4000m3000m.146,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__Thalassarchaeum betae,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,76.27,0,1203292
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R4000m50m.160,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp902511005,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,72.8,2,1157070
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R4000m50m.216,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__MGIIb-O5 sp002506825,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,63.12,1.93,1055614
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R4000m50m.47,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp902593945,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,70.4,0.19,1253746
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R4000m50m.71,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__MGIIa-L2 sp002171315,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,74.7,0.8,1755983
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R4500m150m.194,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__SP79;g__SP79;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,67.6,0.27,1626374
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R4500m150m.60,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,69.07,0.06,1092209
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R4500m150m.83,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,62.5,1.2,1492118
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R4500m3000m.230,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,82.93,1.07,1860981
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R4500m3000m.336,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,71.4,0.96,1351565
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R4500m4000m.110,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,70.45,2.11,1561276
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R4500m4000m.69,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-Q1;s__MGIIb-Q1 sp002505495,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,61.83,0.18,1264534
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R4500m50m.1,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,79.21,4.18,1851414
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R4500m50m.100,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__MGIIa-K1 sp902605365,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,78.65,0,1778383
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R4500m50m.189,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__MGIIb-O5 sp002498925,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,75.6,0,1259952
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R4500m50m.211,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,79.14,2.44,1966416
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R4500m50m.265,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,69.16,2,1251903
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R4500m50m.81,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,85.2,4.74,2001800
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R500m150m.100,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,52.89,0.18,876146
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R500m150m.124,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,70.48,0.48,1289673
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R500m150m.185,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-P;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,65.28,2.8,1241371
K15864,"nir, nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]",Annamox,Nitrogen,R500m150m.207,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__,d__Archaea;p__Thermoplasmatota,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,59.03,0,1086583
